t1.node,t2.node,est.net,ci.lower,ci.upper
FAI,RES,0,-0.0606932645711388,0.121781396105837
GUI,RES,0,-0.118243642092392,0.0605645291160098
PUN,RES,0,-0.105812550623993,0.0804164009086287
CRY,RES,0.116113092850608,0.0301077244559235,0.19922418859892
IND,RES,0,-0.131736013571643,0.0523816845135091
LIB,RES,0,-0.0977909634093867,0.0699908090548759
PHY,RES,0,-0.145216145844468,0.0174335572564307
IMP,RES,0,-0.121577281468389,0.0652792115700543
TIR,RES,0,-0.116893920742514,0.0725446873289786
WOR,RES,0,-0.0420225166570402,0.175593743878002
ANH,RES,0,-0.156289499688553,0.04242331292436
DIS,RES,0,-0.13422230775855,0.0582629978814837
RES,RES,0.237404019387178,0.134771034562923,0.340147453340761
SUI,RES,0,-0.0124529236707103,0.164127373948129
SAD,RES,0.118086274192339,0.0124207812505948,0.223591646510709
APP,RES,0.116770031834217,0.0298261369392229,0.201577092521478
CON,RES,0,-0.0351402728335429,0.151074816443405
SLE,RES,0,-0.0341206545300334,0.147662646097919
TREAT,RES,-0.0930359799299999,-0.339656266162369,-0.027275616776871
BAD,SUI,0,-0.105325585205009,0.0898872313747453
ANX,SUI,0,-0.130893735911995,0.0674082300375703
AFR,SUI,0,-0.0535936333693526,0.122866580075056
FAI,SUI,0,-0.0580266889676096,0.12412660382332
GUI,SUI,0,-0.165744295868215,0.0127818218623049
PUN,SUI,0,-0.0722712695783088,0.113558429473932
CRY,SUI,0,-0.12352184091041,0.0452742621836786
IND,SUI,0,-0.156785112484128,0.0270391084138242
LIB,SUI,0,-0.103870559626135,0.0635483798204965
PHY,SUI,0,-0.111926854012279,0.0504017274404504
IMP,SUI,0,-0.133576594132015,0.0529113941783354
TIR,SUI,0,-0.0313011502399662,0.15770073876705
WOR,SUI,0,-0.12355940865115,0.0935820184992559
ANH,SUI,0,-0.100634094581657,0.0977553155968337
DIS,SUI,0,-0.0625713355891671,0.129586628555915
RES,SUI,0.107154442624093,0.00249977540700187,0.207554128889551
SUI,SUI,0.395038960699449,0.294191131722797,0.470481427950931
SAD,SUI,0,-0.126497471686081,0.0843325003828666
APP,SUI,0,-0.00912882494004032,0.162323630526233
CON,SUI,0,-0.0796356599663348,0.106234529693389
SLE,SUI,0,-0.0938122748683635,0.0876919540568896
TREAT,SUI,0,-0.178398999646685,0.133454126425754
BAD,SAD,0,-0.0485244644219828,0.149813736971382
ANX,SAD,0,-0.0510352670405997,0.150415629642051
AFR,SAD,0.0921124090271113,0.00181733159807924,0.181004101806528
FAI,SAD,0,-0.0480034654230081,0.137003393933768
GUI,SAD,0,-0.174128316212714,0.0071567302778842
PUN,SAD,0,-0.0629323400287213,0.125890070601682
CRY,SAD,0,-0.0558309071213351,0.115634306267596
IND,SAD,0,-0.0596356890486254,0.127032360349188
LIB,SAD,0,-0.160117747208567,0.0100000126692556
PHY,SAD,0,-0.0663821097442305,0.0985281212241784
IMP,SAD,0,-0.0162678264281958,0.173185211529947
TIR,SAD,0,-0.0316423549382819,0.160439981744077
WOR,SAD,0,-0.0873056029121116,0.133342342671012
ANH,SAD,0,-0.0562274264006815,0.145239407463298
DIS,SAD,0,-0.171574394198505,0.0235799883818827
RES,SAD,0,-0.135371212631139,0.0728492570748501
SUI,SAD,0.126520501205887,0.0369036543275275,0.215931619845988
SAD,SAD,0.139283230640712,0.0337621792953899,0.247858820700257
APP,SAD,0.110348096495983,0.0235458857540623,0.197678814618387
CON,SAD,0,-0.0505760490385109,0.138224347174624
SLE,SAD,0,-0.12783985454587,0.0564602277878093
TREAT,SAD,-0.0961843861709132,-0.350240454936941,-0.0335285035091012
BAD,APP,0,-0.117030637989135,0.0811188430537559
ANX,APP,0,-0.117635463392186,0.0835992873903543
AFR,APP,0,-0.175713937619167,0.00321641987390688
FAI,APP,0,-0.159021041066587,0.0257557547292286
GUI,APP,0,-0.038255185551179,0.14277093486183
PUN,APP,0,-0.0102810209080499,0.178380189382697
CRY,APP,0,-0.0405462505272505,0.130726356289806
IND,APP,0,-0.0552493723928766,0.131155610853297
LIB,APP,0,-0.0980213548324032,0.0719504376125102
PHY,APP,0,-0.0944843561575669,0.0702541578995525
IMP,APP,0,-0.0821104067817327,0.107144500277577
TIR,APP,0,-0.0907165885381978,0.10122865278729
WOR,APP,0,-0.0569460924794352,0.163518996877828
ANH,APP,0,-0.132730100629964,0.0684605259778661
DIS,APP,0,-0.0431870681808761,0.151712211239267
RES,APP,0,-0.0441414796759004,0.163779598099444
SUI,APP,0,-0.0545152482303852,0.124270161733634
SAD,APP,0,-0.195809601969724,0.0179885144175242
APP,APP,0.343897608544178,0.260433308654773,0.43434385615211
CON,APP,0,-0.0173567174029651,0.171223768023083
SLE,APP,0,-0.0120678899385815,0.171961704460231
TREAT,APP,0,-0.123895861176921,0.19239915284056
BAD,CON,0,-0.0792435676080469,0.119856167957838
ANX,CON,0,-0.0661357744593762,0.136078089175567
AFR,CON,0,-0.0233219060474441,0.156515193342783
FAI,CON,0,-0.150425553747941,0.0352677255163944
GUI,CON,0,-0.112818274676179,0.0691246589356951
PUN,CON,0,-0.0820735250844167,0.107481719134334
CRY,CON,0,-0.040159256906791,0.13195142182909
IND,CON,0,-0.143335551804799,0.0440110713191227
LIB,CON,0,-0.12207928673574,0.048698878692384
PHY,CON,0,-0.0909764306698241,0.0745607615129434
IMP,CON,0,-0.111325303049644,0.0788471601055653
TIR,CON,0,-0.0526489064808461,0.140191602602717
WOR,CON,0,-0.146557931768474,0.0749499172176711
ANH,CON,0,-0.0457295201185778,0.156473995203569
DIS,CON,0,-0.0805482093391914,0.115325099300517
RES,CON,0,-0.045568516897735,0.16340729549028
SUI,CON,0.14780301486652,0.0581993311624389,0.237883286409374
SAD,CON,0,-0.121578967800398,0.0932979928997505
APP,CON,0,-0.000524114438388623,0.174252317475936
CON,CON,0.281000555766423,0.1857756889468,0.375283019201568
SLE,CON,0,-0.0886211756681673,0.0963443301770495
TREAT,CON,0,-0.317432972539417,0.000443102314209576
BAD,SLE,0,-0.11758885554035,0.0772028165985272
ANX,SLE,0,-0.123572447131573,0.0742518948649214
AFR,SLE,0.156094069510088,0.0660101610274227,0.241901005354679
FAI,SLE,0,-0.0789274507128504,0.102713231137745
GUI,SLE,0,-0.17319871670239,0.00475203398929423
PUN,SLE,0,-0.0790843432118943,0.106381462942107
CRY,SLE,0,-0.012348164918516,0.15601890797416
IND,SLE,0,-0.0462965427878137,0.136941109771291
LIB,SLE,0,-0.0983832201711793,0.0687101954674664
PHY,SLE,0,-0.0815308601418555,0.0804155346270272
IMP,SLE,0,-0.0703227111939788,0.115723909380141
TIR,SLE,0,-0.0199161851482926,0.168781401815685
WOR,SLE,0,-0.0199807204255339,0.196751579648963
ANH,SLE,0,-0.123069904285467,0.0747046946966729
DIS,SLE,-0.119447005196632,-0.213116432824038,-0.0215249219425334
RES,SLE,0,-0.10034004664215,0.10404817737653
SUI,SLE,0.0983706608999306,0.00981325506998811,0.185563285840651
SAD,SLE,-0.133411788053718,-0.239131228908679,-0.0289648586049392
APP,SLE,0,-0.00470682010288061,0.166251813319098
CON,SLE,0.139915451850833,0.0457973548554626,0.231179842355945
SLE,SLE,0.248895347537294,0.154793786110619,0.335695928722719
TREAT,SLE,0.112750361713773,0.0680927639141906,0.379016096150968
