node1,node2,sample,CIlower,CIupper
SUI,SAD,0.120607482330931,0.0147853745687699,0.226429590093092
TIR,ANH,0.130592914414772,0.0371910575319693,0.223994771297575
TIR,CON,0.150368267728919,0.0546454914106488,0.24609104404719
TIR,RES,0.073729520679736,-0.0194877134940297,0.166946754853502
TIR,SAD,0.0838281272557535,-0.0131227923857802,0.180779046897287
TIR,SLE,0.227196002486758,0.141393927265235,0.312998077708281
TREAT,ANH,-0.102726153081974,-0.235270605101911,0.0298182989379639
TREAT,ANX,-0.0571462489151057,-0.171262799281935,0.0569703014517237
TREAT,APP,0.0985856013319324,-0.0384342218872231,0.235605424551088
TREAT,DIS,-0.061322409262096,-0.176219384452201,0.0535745659280086
TREAT,LIB,0.131866482312239,-0.00851263025464999,0.272245594879128
